Category.Field.ID	Description	Participants	Total.item.count..includes.1.or.more.visits.	new_col_name	link	value_to_detect	date_col	field_category
6348	Duration to complete numeric path (trail 							NA
6349	Total errors traversing numeric path (trail 							NA
6350	Duration to complete alphanumeric path (trail 							NA
6351	Total errors traversing alphanumeric path (trail 							NA
6373	Number of puzzles correctly solved	74092	83157	p6373_Date_first_reported_lt.10._Number_of_puzzles_correctly_solved__Instance_2		lt.10%	p53_i2	Assessment centre:Cognitive function:Matrix pattern completion
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				osteoporosis		1348	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				fracture_jaw		1698	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				multiple_sclerosis		1287	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				stroke		1098	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				anxiety_or_panic_attacks		1313	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				chronic_or_degenerative_neurological_problem		1284	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002				brain_haemorrhage		1554	Interpolated Age of participant when non-cancer illness first diagnosed	Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
20002	Non-cancer illness code	self-reported	397076	1376249				Assessment centre:Verbal interview:Medical conditions
